Start Time, 2021-04-18 - 15:01:43
Sample Rate,10
Operation Mode,Constant Depth
Target Depth [m],0.42
Target Height [m],0.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A]
0.01488190400050371,Calibration Complete
0.11793340400072339,
0.21997063600065303,
0.32193005599947355,
0.42378942299910705,
0.5255449880005472,
0.6273225330005516,
0.7291597650000767,
0.8311665279998124,
0.9332437070006563,
1.0352716159995907,
1.1372723370004678,
1.2393009229999734,
1.3412801859994943,
1.443468251000013,
1.5454516280005919,
1.6473295889991277,
1.749349321000409,
1.8513025419997575,
1.9533953989994188,
2.055341485000099,
2.15728861199932,
2.2592574579994107,
2.362031668000782,
2.4644764509994275,
2.5664967550001165,
2.6684425290004583,
2.770431582999663,
2.872421314999883,
2.974398129999827,
3.076328174000082,
3.1782926970008702,
3.280289772999822,
3.382292055999642,
3.484266266999839,
3.58627209199949,
3.6882391679991997,
3.7902235870005825,
3.8922057660001883,
3.994250653999188,
4.096242677000191,
4.198129856000378,
4.300132140000642,
4.402200152999285,
4.504276707000827,
4.606319406999319,
4.708375128000625,
4.810361682000803,
4.912380633000794,
5.014381041000888,
5.116383636999672,
5.218304513999101,
5.320248152000204,
5.422212415000104,
5.524216572999649,
5.626239429999259,
5.7282477030003065,
5.8302530069995555,
5.932179822000762,
6.034105074000763,
6.136021160000382,
6.23795651600085,
6.339905102000557,
6.441966864000278,
6.544092428999647,
6.646137784999155,
6.748041631000888,
6.84998563299996,
6.951965521000602,
7.053958013000738,
7.155868317000568,
7.258192318999136,
7.360582986999361,
7.463001988000542,
7.56529380199936,
7.667618584999218,
7.769946181000705,
7.872274297000331,
7.974643818999539,
8.07705526800055,
8.179490103000717,
8.281800302000192,
8.384152533000815,
8.486518670000805,
8.588849599000241,
8.691201203999299,
8.79381812199972,
8.895765717999893,
8.997703729999557,
9.099672524000198,
9.201715900999261,
9.304150996000317,
9.406523798999842,
9.508977904999483,
9.611409614000877,
9.713824241000111,
9.816283293999732,
9.918628805999106,
10.02108134899936,
10.123494464000032,
10.2260135180004,
10.328382154000792,
10.432060319999437,
10.534025728000415,
10.63601478199962,
10.7380130549991,
10.839920181999332,
10.941838299000665,
11.043823082000017,
11.145859583999481,
11.24777967999944,
11.349810660000003,
11.451824088999274,
11.553800330999366,
11.656113081999138,
11.758179376000044,
11.860269106000487,
11.962364306000381,
12.064212995999696,
12.166259706000346,
12.268038447000436,
12.36988364699937,
12.471714315999634,
12.573450193000099,
12.675374872000248,
12.777519707000465,
12.880189437000809,
12.9821051050003,
13.084324628000104,
13.187359669000216,
13.29081325200059,
13.392813555999965,
13.49465734899968,
13.596436507999897,
13.698157905999324,
13.799932377000005,
13.901783773999341,
14.00377386999935,
14.105815422999513,
14.207799842000895,
14.309728166999776,
14.411939824000001,
14.513992419000715,
14.616034493999905,
14.718086568000217,
14.820125985999766,
14.92228394599988,
15.024361801999476,
15.126379814000757,
15.228395064999859,
15.330367036000098,
15.432375776999834,
15.534389517999443,
15.637019403999147,
15.738990384999852,
15.8409597509999,
15.943031512999369,
16.044971503999477,
16.147231130000364,
16.249635703999957,
16.352016110999102,
16.454747923999093,
16.557102758000838,
16.659959987999173,
16.76229034300013,
16.864339551999365,
16.96650589700039,
17.068594533999203,
17.170684942000662,
17.272876807999637,
17.374930079999103,
17.47711605999939,
17.57968974799951,
17.682152186000167,
17.784263792000274,
17.886194615999557,
17.988441220999448,
18.09052558700023,
18.192444745000103,
18.294408174000637,
18.39635691500007,
18.498225134999302,
18.600301218999448,
18.702296782999838,
18.804321670000718,
18.9063614530005,
19.00887571400017,
19.111412058000496,
19.21392079799989,
19.316375370999594,
19.41909692400077,
19.521561184999882,
19.62419242500073,
19.72669777900046,
19.829375008999705,
19.93171171799986,
20.034105197000827,
20.136721385000783,
20.23923351099984,
20.341824958999496,
20.444491147000008,
20.54703254299966,
20.649440085000606,
20.751949138000782,
20.854543867000757,
20.957636929000728,
21.06043999100075,
21.16338232400085,
21.266345333999197,
21.368489803999182,
21.470410419999098,
21.572247285999765,
21.67423779800083,
21.78212741400057,
21.88407157199981,
21.986843384000167,
22.089109988999553,
22.19125899000028,
22.293081376999908,
22.394830014000036,
22.496602556999278,
22.598681350000334,
22.70093014200029,
22.802688674999445,
22.904544811999585,
23.006857197999125,
23.109226615000807,
23.211236293000184,
23.313372065000294,
23.415302941000846,
23.517262515000766,
23.621890782000264,
23.724294366000322,
23.82644055399942,
23.928939555000397,
24.031302200999562,
24.133485472999382,
24.235438900999725,
24.337430871000834,
24.439565548000246,
24.541365642999153,
24.643546987999798,
24.74533072899976,
24.847185615000853,
24.94925399100066,
25.051195649000874,
25.153408660000423,
25.255549588000576,
25.35784603600041,
25.459947536999607,
25.562002005999602,
25.66413819400077,
25.766259382999124,
25.868032758999107,
25.969962593000673,
26.07253456199942,
26.174431063000156,
26.276272667999365,
26.37819239899909,
26.48010613900078,
26.582228576999114,
26.684258150999085,
26.786239027000192,
26.888241205000668,
26.990160257999378,
27.09230061299968,
27.194510081999397,
27.29651627000021,
27.398575896000693,
27.50078390700037,
27.602814939000382,
27.704828522999378,
27.80667945099958,
27.908681888999126,
28.01176875300007,
28.113701763999416,
28.215443891000177,
28.31725841200023,
28.419241632000194,
28.521235737000097,
28.623522133000733,
28.725812643999234,
28.828219091999927,
28.930929809999725,
29.033596362000026,
29.136212288000024,
29.238613736000843,
29.34096461199988,
29.443423923999944,
29.546572818999266,
29.649292026000694,
29.751380558000164,
29.853458776999105,
29.95567340299931,
30.05778854900018,
