Start Time, 2021-04-18 - 18:04:08
Sample Rate,10
Operation Mode,2
Target Depth [m],0.42
Target Height [m],99.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A],height out, roll out, state
0.021987145002640318,0.85,98.15,0.39,0.03,10508.00,27.78,324.75,-10.06,-7.44,4.36,35.03,0.00,0.00,1
0.12197591000222019,0.86,98.14,0.39,0.03,10507.00,27.78,324.75,-10.13,-7.31,3.65,35.16,0.00,0.00,1
0.22211274700021022,0.86,98.14,0.38,0.04,10506.00,27.79,324.81,-10.06,-7.31,3.47,35.28,0.00,0.00,1
0.31951292300072964,0.86,98.13,0.39,0.03,10509.00,27.78,324.88,-10.19,-7.25,3.90,35.28,0.00,0.00,1
0.4161456520014326,0.86,98.13,0.38,0.04,10505.00,27.79,324.94,-10.06,-7.19,3.86,35.16,0.00,0.00,1
0.5128176520011039,0.89,98.11,0.38,0.04,10505.00,27.77,324.94,-10.19,-7.19,3.58,35.28,0.00,0.00,1
0.6100492340010533,0.89,98.11,0.39,0.03,10509.00,27.74,325.00,-10.13,-7.06,3.65,35.16,0.00,0.00,1
0.7065417560006608,0.89,98.11,0.39,0.03,10508.00,27.77,324.94,-10.06,-7.06,3.47,35.28,0.00,0.00,1
0.803164798002399,0.91,98.09,0.39,0.03,10509.00,27.78,324.88,-9.88,-7.00,3.86,35.91,0.00,0.00,1
0.8996841940024751,0.91,98.09,0.39,0.03,10508.00,27.78,324.94,-10.00,-7.00,3.62,35.16,0.00,0.00,1
0.9962545790003787,0.93,98.07,0.39,0.03,10509.00,27.78,324.94,-9.94,-6.81,3.69,35.28,0.00,0.00,1
1.0937682969997695,0.93,98.07,0.39,0.03,10508.00,27.79,324.88,-10.00,-6.88,3.79,35.28,0.00,0.00,1
1.190354723999917,0.95,98.05,0.39,0.03,10507.00,27.77,324.94,-10.00,-6.81,3.76,34.91,0.00,0.00,1
1.2868364120004117,0.95,98.05,0.39,0.03,10508.00,27.73,325.00,-10.13,-6.88,3.72,35.41,0.00,0.00,1
1.3831347150007787,0.95,98.05,0.39,0.03,10511.00,27.77,324.94,-10.13,-6.88,3.54,35.28,0.00,0.00,1
1.4818400969998038,0.95,98.05,0.39,0.03,10510.00,27.78,324.94,-10.06,-6.81,3.62,35.03,0.00,0.00,1
1.5799276670004474,0.95,98.05,0.39,0.03,10508.00,27.78,324.94,-10.06,-6.81,3.51,35.16,0.00,0.00,1
1.6787706000031903,0.97,98.03,0.39,0.03,10509.00,27.78,324.88,-10.00,-6.88,3.72,35.16,0.00,0.00,1
1.777888429001905,0.97,98.03,0.38,0.04,10506.00,27.78,324.88,-9.94,-6.88,3.79,36.28,0.00,0.00,1
1.8752137610026693,0.98,98.02,0.39,0.03,10512.00,27.77,324.88,-9.88,-6.88,3.76,35.16,0.00,0.00,1
1.971842220002145,0.98,98.02,0.38,0.04,10506.00,27.74,324.94,-9.94,-6.81,3.54,35.28,0.00,0.00,1
2.068073804002779,0.98,98.02,0.39,0.03,10510.00,27.77,325.00,-9.94,-6.81,3.54,36.41,0.00,0.00,1
2.1643175240023993,0.99,98.01,0.39,0.03,10509.00,27.78,325.06,-9.94,-6.81,3.62,34.66,0.00,0.00,1
2.2606388990025152,0.99,98.01,0.39,0.03,10508.00,27.78,324.88,-9.75,-6.81,3.76,37.41,0.00,0.00,1
2.356873765002092,1.01,97.99,0.39,0.03,10510.00,27.78,324.94,-9.81,-6.81,3.62,35.28,0.00,0.00,1
2.4532362350000767,1.01,97.99,0.39,0.03,10512.00,27.79,325.00,-9.81,-6.75,3.58,35.28,96.81,96.81,1
