Start Time, 2021-04-18 - 16:42:08
Sample Rate,10
Operation Mode,1
Target Depth [m],0.42
Target Height [m],99.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.5
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.5
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A],height out, roll out, state
0.039441423999960534,0.76,98.24,0.39,0.03,10516.00,26.97,319.38,-2.75,6.13,3.69,35.53,0.00,0.00,1
0.13847623499896144,0.76,98.24,0.39,0.03,10514.00,26.97,319.88,-2.75,10.44,3.58,35.53,0.00,0.00,1
0.23620083599962527,0.76,98.24,0.40,0.02,10521.00,26.98,320.19,-2.75,12.13,3.79,35.78,0.00,0.00,1
0.3344972079994477,0.76,98.24,0.40,0.02,10519.00,26.97,320.50,-2.69,14.69,3.51,35.78,0.00,0.00,1
0.43193696399976034,0.76,98.24,0.39,0.03,10514.00,26.97,320.19,-2.69,15.00,3.62,36.54,0.00,0.00,1
0.5285193229992728,0.76,98.24,0.40,0.02,10519.00,26.96,320.13,-2.75,15.50,3.51,35.66,0.00,0.00,1
0.6251263689991902,0.76,98.24,0.39,0.03,10515.00,26.92,320.00,-2.75,15.25,3.51,35.66,0.00,0.00,1
0.7215885699988576,0.76,98.24,0.39,0.03,10516.00,26.95,319.69,-2.75,15.31,3.72,35.53,0.00,0.00,1
0.8180434809983126,0.76,98.24,0.39,0.03,10513.00,26.96,319.50,-2.81,14.88,3.47,35.78,0.00,0.00,1
0.9146004739995988,0.76,98.24,0.39,0.03,10512.00,26.97,319.56,-2.81,14.75,4.01,35.66,0.00,0.00,1
1.011113665999801,0.76,98.24,0.40,0.02,10520.00,26.96,319.50,-2.81,14.69,3.76,35.66,0.00,0.00,1
1.1075443569989147,0.76,98.24,0.40,0.02,10518.00,26.97,319.50,-2.81,14.63,4.11,35.66,0.00,0.00,1
1.2040323919991351,0.76,98.24,0.40,0.02,10519.00,26.95,319.44,-2.81,14.56,3.37,35.66,0.00,0.00,1
1.300669646998358,0.76,98.24,0.39,0.03,10512.00,26.92,319.31,-2.81,14.56,3.62,36.03,0.00,0.00,1
1.3971036189996084,0.76,98.24,0.39,0.03,10514.00,26.95,319.25,-2.81,14.63,3.97,36.03,0.00,0.00,1
1.495867230998556,0.76,98.24,0.39,0.03,10514.00,26.96,319.13,-2.81,14.50,3.58,35.66,0.00,0.00,1
1.5948071449984127,0.76,98.24,0.40,0.02,10521.00,26.96,319.13,-2.81,14.50,3.51,35.78,0.00,0.00,1
1.6938016419990163,0.76,98.24,0.39,0.03,10515.00,26.96,318.75,-2.81,13.88,3.51,35.78,0.00,0.00,1
1.7927769719990465,0.76,98.24,0.39,0.03,10516.00,26.96,318.50,-2.81,12.69,3.62,35.78,0.00,0.00,1
1.8917433969982085,0.76,98.24,0.39,0.03,10512.00,26.95,318.31,-2.81,10.13,3.79,35.53,0.00,0.00,1
1.9906349769989902,0.76,98.24,0.40,0.02,10520.00,26.92,318.38,-2.81,7.81,3.69,35.28,0.00,0.00,1
2.0895890579995466,0.76,98.24,0.40,0.02,10517.00,26.95,318.13,-2.88,6.81,3.90,35.78,0.00,0.00,1
2.1884980859995267,0.76,98.24,0.40,0.02,10519.00,26.96,318.13,-2.88,6.50,3.58,35.53,0.00,0.00,1
2.287484353999389,0.76,98.24,0.39,0.03,10515.00,26.97,318.25,-2.88,6.13,3.54,35.66,0.00,0.00,1
2.385716766999394,0.76,98.24,0.39,0.03,10513.00,26.97,318.31,-2.88,4.31,4.08,35.41,0.00,0.00,1
2.484005376998539,0.76,98.24,0.40,0.02,10518.00,26.97,318.13,-2.88,3.25,4.01,37.66,0.00,0.00,1
2.583621592999407,0.76,98.24,0.39,0.03,10513.00,26.98,318.13,-2.88,2.88,3.51,35.91,0.00,0.00,1
2.6776258209993102,ISR FINISHED BITCH
2.777451463998659,0.76,98.24,0.40,0.02,10518.00,26.97,318.13,-2.88,2.44,3.51,35.53,0.00,0.00,1
2.879400028999953,0.76,98.24,0.40,0.02,10517.00,26.81,318.06,-2.88,1.88,3.51,35.66,0.00,0.00,1
2.979066140998839,0.76,98.24,0.39,0.03,10515.00,26.80,317.94,-2.88,1.56,3.47,35.66,0.00,0.00,1
3.075472924998394,0.76,98.24,0.39,0.03,10512.00,26.79,317.94,-2.88,1.63,3.47,35.53,0.00,0.00,1
3.1716493949988944,0.76,98.24,0.39,0.03,10514.00,26.79,319.88,-2.88,1.19,3.51,35.66,0.00,0.00,1
3.2677909699996235,0.00,99.00,0.39,0.03,10513.00,26.78,320.25,-2.88,0.75,3.51,35.66,0.00,0.00,1
3.364076607998868,0.00,99.00,0.39,0.03,10515.00,26.86,320.38,-2.88,1.00,3.47,35.66,0.00,0.00,1
3.4601982869990024,0.00,99.00,0.39,0.03,10515.00,26.79,320.31,-2.88,0.19,3.47,35.66,0.00,0.00,1
3.5563111629999185,0.00,99.00,0.39,0.03,10516.00,26.84,320.38,-2.88,0.88,3.58,35.66,0.00,0.00,1
3.6532682589986507,0.00,99.00,0.39,0.03,10514.00,26.78,320.44,-2.88,1.81,3.08,35.28,0.00,0.00,1
3.7494234269997833,0.00,99.00,0.39,0.03,10513.00,26.86,320.44,-2.81,1.50,3.76,35.03,0.00,0.00,1
3.849457299998903,0.19,98.81,0.39,0.03,10514.00,26.89,320.56,-2.81,1.25,3.47,35.66,0.00,0.00,1
3.9501997679999477,0.19,98.81,0.39,0.03,10515.00,26.91,320.63,-2.81,1.00,3.51,35.66,0.00,0.00,1
4.049745461999919,0.19,98.81,0.39,0.03,10514.00,26.93,320.63,-2.81,0.88,3.72,35.53,0.00,0.00,1
4.148692978998952,0.20,98.80,0.40,0.02,10518.00,26.93,320.75,-2.81,0.81,3.58,35.53,0.00,0.00,1
4.24811877799948,0.20,98.80,0.39,0.03,10512.00,26.94,320.81,-2.81,0.81,3.76,35.41,0.00,0.00,1
4.345621552000011,0.78,98.22,0.39,0.03,10513.00,26.94,320.81,-2.81,0.75,3.65,35.78,0.00,0.00,1
4.442223178999484,0.78,98.22,0.40,0.02,10518.00,26.94,320.81,-2.81,0.63,4.18,35.53,0.00,0.00,1
4.538674439998431,0.78,98.22,0.39,0.03,10516.00,26.95,320.81,-2.81,0.63,3.54,35.66,0.00,0.00,1
4.635513045999687,0.78,98.22,0.39,0.03,10515.00,26.95,320.81,-2.81,0.63,3.58,35.78,0.00,0.00,1
4.732087953998416,0.78,98.22,0.39,0.03,10513.00,26.95,320.81,-2.81,0.69,3.51,35.66,0.00,0.00,1
4.829083695998634,0.80,98.20,0.40,0.02,10519.00,26.95,320.81,-2.81,0.69,3.51,35.66,0.00,0.00,1
4.926814646998537,0.80,98.20,0.39,0.03,10515.00,26.95,320.81,-2.81,0.81,3.72,35.66,0.00,0.00,1
5.023667523999393,0.80,98.20,0.39,0.03,10514.00,26.95,320.81,-2.81,0.63,3.76,35.28,0.00,0.00,1
