Start Time, 2021-04-18 - 12:48:32
Sample Rate,10
Operation Mode,Constant Depth
Target Depth [m],0.0
Target Height [m],0.0
Roll Kp,1.0
Roll Ki,0.0
Roll Kd,0.0
Height Kp,1.0
Height Ki,0.0
Height Kd,0.0
Depth Kp,1.0
Depth Ki,0.0
Depth Kd,0.0
Adaptive Depth Kp,1.0
Adaptive Depth Ki,0.0
Adaptive Depth Kd,0.0
Camera Mode,0
Photo Frequency [ms],0
 
 #######DATA######## 

Elapsed Time [s],Height [m],Height Error [m],Depth [m],Depth Error [m],Pressure [kPa],Temperature [C],Yaw [deg],Pitch [deg], Roll [deg], Battery Voltage [V],Battery Current [A]
0.02350243299997601,Calibration Complete
8.12493472899996,1.13,-1.13,0.45,-0.45,10571.00,23.31,306.00,-3.75,-49.75,3.58,36.54
8.136131234000004,
8.147737321000022,
8.159039607000068,
8.235689111000056,1.13,-1.13,0.45,-0.45,10570.00,23.30,305.75,-3.44,-42.75,3.47,36.41
8.246662908999951,
8.257699154999955,
8.268608213999869,
8.346603961000028,1.13,-1.13,0.45,-0.45,10572.00,23.31,307.00,-3.00,-29.37,3.47,36.54
8.3575162489999,
8.368480828999964,
8.379375199999913,
8.456325640999921,1.14,-1.14,0.45,-0.45,10569.00,23.31,307.69,-2.00,-19.62,3.51,36.41
8.467191001999936,
8.478468340000063,
8.489253544999883,
8.563588269999855,1.13,-1.13,0.45,-0.45,10574.00,23.31,308.75,-1.25,-12.75,3.51,36.41
8.574465349999855,
8.585952217999875,
8.596945078999852,
8.674538484999857,1.13,-1.13,0.45,-0.45,10568.00,23.30,309.06,-0.88,-10.38,3.47,36.41
8.686474256999873,
8.69785591799996,
8.709417368999993,
8.780527578999909,1.14,-1.14,0.45,-0.45,10572.00,23.31,308.44,-1.37,-3.50,3.47,36.54
8.791368668999894,
8.802482205999922,
8.813354546000028,
8.887239377000014,1.13,-1.13,0.45,-0.45,10570.00,23.31,308.94,-0.88,6.88,3.44,36.41
8.898093384000049,
8.909625200999926,
8.920545040999968,
8.931588369999872,
8.997772510999994,1.13,-1.13,0.45,-0.45,10570.00,23.31,307.69,0.00,15.50,3.54,36.54
9.008621726000001,
9.01964739899995,
9.03046213599987,
9.108659548999867,1.13,-1.13,0.45,-0.45,10567.00,23.31,306.63,1.69,25.06,3.54,36.28
9.119546264000064,
9.131514744000015,
9.143299892999948,
9.21433255099987,1.14,-1.14,0.45,-0.45,10566.00,23.31,306.94,1.94,25.31,3.47,36.28
9.225356347999877,
9.236244729999953,
9.247040351999885,
9.324910111000008,1.14,-1.14,0.45,-0.45,10570.00,23.31,309.38,1.00,22.25,3.47,36.54
9.3360756269999,
9.347443016999932,
9.359418371999936,
9.43174972099996,1.14,-1.14,0.44,-0.44,10565.00,23.31,309.94,1.44,24.25,3.47,36.41
9.44252617699999,
9.453611692999857,
9.464722104999964,
9.542503686999908,1.14,-1.14,0.45,-0.45,10571.00,23.31,308.44,2.50,32.44,3.40,36.41
9.553423422999913,
9.564557012000023,
9.575560706000033,
